Age,Gender,Income,Credit Score,Loan Amount,Years at Current Job,Debt-to-Income Ratio,Assets Value,Number of Dependents,Risk Rating
43,Non-binary,116256,777,45837,4,0.322165839,244946,0,Low
43,Female,89810,646,25736,1,0.493511732,90478,3,Low
66,Male,51426,643,5485,3,0.105290946,253816,2,Low
38,Male,33421,629,12398,16,0.1006541,50554,0,Low
33,Male,57693,736,,11,0.247557829,119875,3,Low
48,Male,89343,682,12591,8,0.315531998,,1,Medium
47,Male,107983,688,10258,13,0.12341778,,0,Medium
31,Male,77251,776,28042,12,0.482274502,117987,3,Medium
25,Female,76543,770,15544,6,0.348910228,237906,4,Medium
43,Non-binary,29327,693,23127,14,0.253014072,251402,2,Low
55,Female,97474,,9934,2,0.257965284,190098,2,High
22,Male,23086,785,28524,13,0.160924171,236304,2,Medium
53,Non-binary,111643,775,32865,16,0.570828693,162550,0,Low
48,Non-binary,68022,,22042,5,0.369601253,299063,1,Medium
63,Female,24192,651,26927,0,0.459038469,266527,,Low
48,Non-binary,60721,645,31793,6,0.446340805,299768,4,High
32,Male,60832,,35384,13,0.319767343,191126,3,Low
50,Non-binary,103100,794,,6,0.188268775,85790,4,Low
62,Female,,,,18,0.283028854,,,Medium
65,Female,87182,,17768,12,0.502538791,227789,1,Low
69,Female,30719,787,10257,10,0.441573548,100562,2,Medium
26,Male,62032,636,44592,16,0.512533678,,3,Low
63,Female,20218,,10990,12,0.176914055,74367,3,Medium
37,Male,65076,677,9561,2,0.468478149,109040,,Low
53,Male,,735,,11,0.429657582,158190,3,Low
34,Female,104351,774,24137,15,0.372346535,167295,,Low
56,Male,36923,751,13276,15,0.21135307,287891,2,High
25,Non-binary,103668,754,24128,11,0.44104319,117099,3,Medium
66,Female,76105,684,6781,19,0.435943374,,4,Low
63,Non-binary,114437,747,10499,10,0.372425864,224794,3,Medium
20,Male,,,5925,10,0.494363286,51044,3,Medium
24,Female,118156,619,30800,13,0.469012556,269980,1,Medium
47,Female,118696,769,45609,17,0.286731328,,2,Medium
46,Male,21963,771,,1,0.276994294,251793,0,Low
37,Male,68750,762,41884,19,0.251617315,64197,0,Low
53,Male,,762,5014,13,0.420286369,106424,0,Medium
19,Female,67289,688,14512,11,0.562012741,248481,0,Low
54,Non-binary,73974,,23243,10,0.551694988,232226,1,Low
59,Non-binary,92940,657,33929,7,0.200457263,141565,1,High
29,Non-binary,94868,686,24796,4,0.261688104,39441,3,Low
52,Female,37241,701,9968,14,0.455956131,148212,3,Low
56,Female,103081,651,31392,18,0.518387582,89058,2,Medium
23,Non-binary,30851,715,48648,13,0.502929985,65722,2,Medium
51,Male,97373,,10675,14,0.586317385,31605,0,Medium
23,Female,100824,682,22448,2,0.240917293,108090,,Medium
69,Non-binary,48760,661,34103,13,0.334463807,284938,1,Medium
34,Non-binary,,728,21243,17,0.525727501,105920,0,High
23,Male,35945,713,48037,2,0.373028886,,3,Low
42,Male,47215,685,22480,3,0.295823023,74865,4,Low
45,Non-binary,110374,689,16358,15,0.587943317,153584,4,Medium
31,Male,107342,636,26305,13,0.543454044,129446,4,Low
39,Female,64938,781,40523,14,0.403309567,246845,2,Low
43,Female,64840,719,42808,17,0.590954735,250203,2,Low
57,Female,,797,34307,9,0.543898242,167348,,Low
33,Non-binary,110638,611,49623,12,0.278473989,76620,0,Medium
22,Male,37156,639,6440,17,0.10877874,202857,2,Low
53,Female,90490,795,36991,3,0.453417894,164376,,Medium
53,Non-binary,56432,699,22753,17,0.588883593,262845,1,Low
67,Female,60503,641,27678,18,0.480791701,250867,,Low
36,Female,29395,687,24525,5,0.515588494,88604,4,Low
31,Female,109199,742,,3,0.381234964,171415,2,Low
52,Non-binary,118115,799,30956,3,0.287079138,60305,0,Medium
67,Female,,617,26726,12,0.597540806,185556,3,Low
26,Female,102089,,,14,0.520959184,142619,,Low
50,Non-binary,66456,780,11608,19,0.363888176,256343,,Medium
55,Female,83073,779,29953,16,0.387988719,150671,3,Medium
63,Female,50571,620,,5,0.246276522,138142,3,High
63,Female,,772,18494,0,0.392910033,126217,,Medium
36,Female,107780,762,31573,1,0.535682522,230116,4,Low
20,Male,29933,720,40971,9,0.164288654,128012,0,High
65,Female,96788,748,20107,3,0.383940138,270339,,Medium
60,Non-binary,54708,768,43404,9,0.388779868,53259,1,Medium
53,Female,35772,682,23569,6,0.443012275,256087,1,Medium
33,Female,28104,772,27617,14,0.469846077,,0,Low
39,Female,32501,657,46834,12,0.501773789,89824,1,Low
45,Female,108704,717,16206,8,0.596369653,188878,4,Low
55,Non-binary,76492,764,19306,8,0.502605907,283364,1,High
45,Male,68070,692,49614,8,0.100513567,127659,3,Low
37,Female,82778,,27425,19,0.377011759,,4,Medium
28,Male,,660,5855,12,0.189457644,193341,2,Low
63,Non-binary,,,33712,10,0.100314875,87136,0,Low
36,Male,81926,712,47852,2,0.512589015,195729,,Low
49,Non-binary,31891,625,13214,17,0.474290525,,0,High
21,Male,69285,677,37028,17,0.567183161,132191,1,Medium
62,Female,42258,667,15896,2,0.513390588,180151,1,Low
18,Non-binary,31025,605,29449,19,0.1908189,191244,0,Low
58,Non-binary,,715,34329,16,0.573231446,107500,2,Low
42,Male,94796,792,30733,8,0.401241775,112462,0,Low
34,Female,50129,699,8177,0,0.41498921,177869,3,Low
50,Female,63026,656,18815,4,0.545155398,25584,3,Medium
57,Female,24090,,,10,0.231090686,166670,3,Low
20,Female,,641,8544,1,0.371726607,192737,1,Low
45,Non-binary,110447,661,14960,15,0.228580598,213369,3,High
69,Female,119254,643,,18,0.166514773,51855,4,Low
52,Female,58827,764,29551,17,0.177058491,166607,1,Low
43,Male,,712,24336,13,0.380055019,21221,4,Low
56,Female,107746,698,37947,11,0.363901026,250121,,Medium
61,Male,,784,42307,7,0.574167205,169252,4,Medium
68,Non-binary,,795,,12,0.200122357,262272,3,Low
43,Male,,663,32664,16,0.264614499,,1,Medium
23,Female,105745,683,,14,0.255355825,290405,1,Low
61,Female,21439,,,17,0.46191529,140079,,Low
43,Male,79003,,19525,6,0.382416063,148118,4,Low
35,Male,105222,609,42812,19,0.10946421,181223,2,Medium
20,Male,111856,755,30191,10,0.40729469,215445,3,Medium
54,Female,118856,653,20555,9,0.570016752,168453,4,Medium
46,Male,41248,622,20510,15,0.301994815,250520,,Low
63,Non-binary,,724,23950,2,0.105529039,149183,2,Low
66,Male,101049,735,,17,0.168336436,61602,4,Low
25,Male,112799,,13608,10,0.229219925,27039,2,Medium
20,Non-binary,23364,,6971,17,0.586027436,135590,0,Low
47,Non-binary,62861,779,20647,15,0.439223162,260636,2,High
44,Male,37619,709,8078,16,0.523000535,113862,0,Medium
69,Female,49493,,,6,0.172803064,213103,,Medium
57,Female,67280,,20209,17,0.264758837,115669,1,Low
64,Female,89407,653,7634,3,0.11840972,,,Low
65,Male,119039,762,12311,3,0.233045286,203822,3,Medium
33,Female,115153,655,22072,18,0.284884733,117151,0,Medium
30,Female,89074,776,35203,5,0.465199218,242913,4,Low
68,Non-binary,90780,639,45916,13,0.378818807,202849,2,Low
47,Female,,770,,5,0.424722137,169221,,Low
27,Male,103488,612,26925,8,0.374181169,93035,1,Low
50,Male,30534,649,10116,2,0.419190044,122730,4,Low
66,Female,44154,700,48252,4,0.308480045,177849,,Low
47,Non-binary,104766,630,,5,0.125766937,38029,0,Low
45,Non-binary,39523,728,,19,0.208564518,126174,1,Low
44,Non-binary,79117,,47029,12,0.569349085,117363,,Medium
57,Female,57146,764,48938,7,0.514425065,76154,3,Low
57,Non-binary,76005,751,40356,7,0.219072756,82461,,Medium
23,Female,24478,778,,10,0.162896109,,1,Low
68,Male,56524,627,,0,0.354986196,117252,,Low
55,Non-binary,,754,16255,1,0.180581857,155953,2,High
49,Non-binary,,794,8529,12,0.508426936,200962,2,Low
37,Male,67027,,49592,11,0.429071449,239424,3,Low
36,Female,,,32118,5,0.598405602,292692,,Medium
57,Female,60491,,20259,16,0.384720611,199729,1,Low
33,Male,,657,20389,5,0.440892598,189199,2,Medium
21,Male,,799,39374,13,0.50910343,,2,Low
54,Non-binary,85714,796,6398,16,0.509194707,26050,4,Low
19,Female,53583,,38324,4,0.395700056,93875,1,Medium
55,Non-binary,60160,741,28028,6,0.295230959,148261,4,Low
36,Non-binary,39941,764,26086,10,0.214758373,30209,4,Medium
69,Male,115849,774,24067,10,0.281215174,,0,Low
28,Female,28520,730,42579,12,0.370217697,67623,2,Low
63,Non-binary,,653,42742,13,0.15694824,158834,1,Low
67,Non-binary,95535,772,47635,4,0.524331911,264377,,Medium
66,Female,113504,610,,14,0.48346384,101998,1,Medium
29,Non-binary,31646,740,47126,10,0.505788267,139211,0,Medium
19,Male,82423,635,22854,4,0.23945141,,0,Low
48,Non-binary,79337,779,23824,16,0.377917644,125894,1,Medium
33,Non-binary,101662,749,21830,8,0.45312032,57919,,Low
45,Non-binary,,618,46819,13,0.138681803,178438,0,Low
35,Non-binary,37130,690,45949,8,0.555239276,236098,4,Low
65,Male,107063,655,6920,3,0.459378881,232338,3,Low
47,Non-binary,49251,603,13687,12,0.306214128,,,Low
24,Female,96591,663,6302,14,0.547395578,60882,2,High
54,Non-binary,68465,,25357,14,0.556410825,72398,1,Low
27,Non-binary,32554,711,43476,17,0.274951202,,4,Medium
57,Male,34639,606,21633,16,0.466037184,205158,3,Low
63,Male,68737,735,35607,14,0.279422456,104296,0,Low
42,Non-binary,28933,726,7716,15,0.222263021,,4,Low
57,Female,35802,752,25912,1,0.307381324,245319,3,Low
56,Male,110818,649,,5,0.146354698,111233,1,Low
25,Male,99552,,7369,15,0.405028777,281132,4,Low
57,Female,,783,18103,8,0.159231036,109405,2,Low
51,Male,,610,17505,10,0.212488701,288653,1,Low
41,Female,57081,,,0,0.538838523,248702,2,Low
49,Non-binary,,727,33590,2,0.279189365,270927,2,Low
29,Female,24930,757,10478,17,0.460996811,274555,2,Low
32,Non-binary,94975,727,39359,4,0.308013626,236398,0,Medium
54,Male,43140,790,7353,16,0.207241824,260245,0,Low
42,Non-binary,38456,774,27828,3,0.48199286,273810,1,Medium
20,Non-binary,101080,715,19772,12,0.172834452,,2,Low
43,Male,103276,669,15647,13,0.344850376,191918,,Medium
35,Non-binary,82233,,24079,12,0.185349903,,4,Medium
56,Non-binary,105094,788,,17,0.483485408,234293,3,Low
56,Non-binary,27188,791,,4,0.242448379,37622,3,Low
18,Female,65389,660,,17,0.348612701,80929,3,Low
65,Female,64296,780,15471,5,0.113945643,34436,2,Low
66,Male,,728,8905,9,0.263925293,176077,4,Low
29,Female,,774,33025,5,0.491136074,118583,3,Medium
20,Female,35958,758,,16,0.574442088,190350,3,Low
24,Male,45030,750,,5,0.157243496,,4,High
24,Non-binary,53744,,,10,0.189544846,20245,2,Low
46,Male,42453,635,23288,10,0.319635785,205035,3,Medium
19,Female,87238,634,9695,10,0.42664349,82701,4,Medium
64,Female,110807,,42293,14,0.179194898,,3,Low
32,Female,106219,616,11007,19,0.550490852,,,Low
31,Non-binary,22853,730,20258,13,0.576719412,44765,4,Low
55,Non-binary,,770,,10,0.582214994,,0,Low
30,Female,57232,692,,4,0.39700432,255088,1,Medium
27,Female,25397,796,15559,1,0.456401208,151028,4,Low
51,Non-binary,,729,20195,1,0.307197025,131970,1,Low
66,Male,68469,773,46138,14,0.390963042,80427,2,Medium
66,Male,63060,798,21303,19,0.494137507,87182,3,Low
39,Non-binary,113137,762,7379,17,0.165395176,110587,0,Low
67,Non-binary,,759,,12,0.13011925,270269,3,Low
38,Male,65858,732,24023,10,0.244850788,166759,0,High
56,Male,79867,778,17426,5,0.463333487,171767,4,High
40,Non-binary,58526,,20566,2,0.127078845,,1,Medium
23,Male,60379,,,13,0.535042438,297476,4,Low
20,Non-binary,117567,660,17210,1,0.355208711,187637,0,Medium
23,Non-binary,96514,782,41228,2,0.162019499,109840,,Low
24,Non-binary,58002,712,19802,14,0.281981954,,2,Low
36,Male,26066,779,17831,3,0.413729469,,0,Medium
25,Female,110045,622,6339,19,0.11977908,95292,1,Low
47,Female,89235,784,30060,0,0.59314975,40558,0,Medium
60,Female,55178,742,30759,9,0.453564372,168271,,Low
19,Non-binary,117081,,41009,7,0.12296399,210724,4,Medium
32,Male,97713,648,19077,8,0.273945815,111868,,High
55,Female,86404,,31341,18,0.425637283,43738,,Low
55,Male,40264,760,27954,2,0.484199351,38974,2,High
20,Male,104292,653,33561,13,0.591627553,233714,4,Low
61,Non-binary,,,23167,12,0.501187349,293051,1,Low
32,Male,44288,,5910,4,0.278340942,,,Low
26,Male,78414,670,39225,6,0.471720362,156754,3,Low
45,Female,,,31819,8,0.295287996,257148,,Medium
20,Non-binary,72635,679,22726,8,0.271272352,245554,2,High
18,Female,61253,622,18962,7,0.425205806,75540,1,High
63,Male,87561,681,46921,0,0.241363099,81263,1,Low
52,Female,47444,698,27849,0,0.591236215,245145,0,Low
22,Non-binary,91448,731,11885,8,0.531890645,,,Low
28,Non-binary,63308,666,,8,0.454998267,285710,4,Low
53,Male,89081,682,31726,0,0.182449516,,2,Low
23,Non-binary,,,47385,10,0.448995683,226687,2,Medium
57,Non-binary,,760,40610,3,0.379515999,,4,Low
50,Non-binary,72268,612,20641,5,0.286291578,132905,3,Low
29,Non-binary,59097,657,19826,6,0.285419998,160635,2,Low
45,Female,86561,614,18728,13,0.594247306,76890,,Medium
62,Male,54810,710,49679,7,0.337197009,,2,Low
25,Male,100868,624,31670,5,0.555693169,33828,0,Medium
53,Female,27163,799,13003,5,0.562722528,,2,Low
44,Female,99045,705,32913,6,0.411344247,49026,4,Low
28,Male,50783,,45305,13,0.321227894,,4,Low
60,Non-binary,36101,734,23344,2,0.32450203,38679,0,Low
45,Male,72047,671,30563,13,0.414881979,138762,2,High
45,Male,30830,691,29743,1,0.565002538,,4,Medium
34,Non-binary,27222,734,36365,15,0.430563203,,0,Low
20,Male,59423,701,19742,3,0.574148262,133041,2,Low
46,Male,114138,714,37137,13,0.42477531,133588,3,Medium
36,Non-binary,38069,717,,2,0.29533736,177823,,Medium
32,Female,69222,685,34893,0,0.234576447,33106,,Low
29,Male,67458,663,33203,1,0.523033576,128831,0,Low
40,Female,,678,,11,0.185037484,199820,3,Medium
43,Male,27482,789,12893,5,0.444445337,92213,3,Low
18,Female,,626,20116,0,0.486814897,202857,0,High
42,Non-binary,110298,,,13,0.261222187,116167,3,Low
56,Female,30114,705,,3,0.31199605,207349,4,Low
35,Female,78293,667,43881,5,0.288111074,60799,1,Medium
62,Non-binary,,735,25968,4,0.444786909,46996,3,Medium
40,Non-binary,41191,714,29290,17,0.402498737,240499,1,Low
65,Non-binary,58669,695,8583,4,0.581271492,131192,4,Low
63,Non-binary,82830,723,14917,2,0.550119974,61031,,High
56,Non-binary,38429,790,,9,0.226790325,36384,0,Low
21,Non-binary,57595,630,,0,0.404358818,61809,4,High
54,Male,66870,720,,10,0.591733934,292002,,Low
62,Non-binary,88617,618,8600,11,0.472577731,27490,1,Low
26,Female,29832,654,43514,17,0.150373046,266964,3,Medium
52,Male,,632,49425,13,0.416552002,212912,,Low
45,Non-binary,75919,773,25766,13,0.298646364,40789,0,Medium
44,Male,32167,628,,12,0.118999532,,4,High
23,Female,111644,765,44498,7,0.450573041,120935,1,Low
61,Female,,678,43719,14,0.146329979,,,Medium
33,Male,23591,701,10642,16,0.501704008,89781,4,Low
32,Female,32326,702,48899,13,0.35505914,263518,3,Medium
58,Female,,714,9693,11,0.211355757,199601,,Medium
26,Female,,,35521,4,0.504215277,122031,4,Low
25,Male,27021,775,25867,5,0.127251752,280210,,Low
62,Male,,,49442,5,0.184943207,106033,3,Low
22,Non-binary,35964,686,19105,6,0.37625408,211243,4,Medium
32,Non-binary,47569,681,18116,13,0.523581466,171249,1,Low
37,Female,107821,750,24895,16,0.203588816,160616,4,High
57,Female,51952,,13087,13,0.360587894,185302,0,Low
37,Non-binary,117896,,19574,1,0.545345816,82394,4,Low
40,Male,,756,36601,0,0.258547178,,0,Low
31,Male,89585,655,27248,4,0.494115319,284258,4,Low
33,Male,49373,730,41274,3,0.193757542,190335,3,Low
34,Male,37864,706,16642,19,0.547784307,,4,Medium
58,Male,30316,773,49174,2,0.205631684,142007,3,High
49,Male,99472,744,11202,8,0.255864539,62532,3,Low
31,Non-binary,94647,739,23735,2,0.251236823,201568,3,Low
63,Non-binary,36246,,12691,12,0.459033255,73439,2,Low
64,Female,22674,762,34584,3,0.480877147,160786,2,Low
18,Non-binary,76147,,32339,19,0.237856775,93965,2,Low
26,Female,,621,,3,0.235126494,100950,3,Low
69,Male,57410,641,23000,9,0.30569899,158348,0,Low
50,Female,110726,665,6702,12,0.201640239,57445,1,Low
26,Non-binary,,705,12484,9,0.515487265,190737,1,High
65,Female,77889,,14552,4,0.125063691,299816,4,Low
59,Female,99199,604,39629,16,0.486234599,173263,4,Medium
28,Non-binary,,692,40011,7,0.40442897,45425,,Medium
24,Female,65610,629,23153,16,0.381560501,153014,0,Low
41,Male,,792,27339,19,0.260245527,,4,Low
49,Non-binary,46801,667,16342,2,0.366837182,169565,3,Medium
48,Female,43265,602,26989,3,0.55761308,249207,0,High
20,Male,61495,662,30387,9,0.489867195,,4,Low
43,Non-binary,98160,769,9031,1,0.395656078,97677,3,Medium
63,Non-binary,69057,603,45839,5,0.156345301,268410,0,Low
46,Male,80796,621,20271,18,0.123412193,208708,3,Medium
62,Non-binary,57499,683,,18,0.597461486,194764,2,Low
60,Female,68115,773,28700,13,0.233569798,243238,3,Low
66,Non-binary,65167,653,,6,0.16486269,122565,0,Low
29,Female,39112,738,45780,12,0.394079051,280411,3,Medium
33,Non-binary,100516,779,9901,10,0.307053803,245594,4,Low
32,Female,114296,798,40497,10,0.459006715,278504,3,High
33,Female,,655,16885,15,0.415608905,167978,1,Low
34,Male,76782,,28067,2,0.234128499,77948,4,Medium
55,Non-binary,54370,718,36999,4,0.455229095,257822,2,Low
60,Male,87762,685,18465,4,0.221094339,103676,2,High
68,Male,,741,12250,13,0.247096499,75824,3,Medium
45,Non-binary,20094,606,9711,7,0.474475324,80943,,Low
22,Non-binary,,666,9858,14,0.323370576,174091,1,Low
37,Female,51695,,13982,6,0.59718434,25808,,Low
32,Non-binary,103040,769,30130,17,0.500058273,287703,2,Low
21,Male,45992,735,16166,13,0.248827367,205829,0,Low
20,Male,86199,636,38686,11,0.54914596,,0,Medium
65,Female,104131,742,22054,13,0.589975211,181440,4,Medium
33,Non-binary,118120,653,6998,17,0.140776467,185128,0,Low
47,Male,,777,6628,2,0.31115634,34205,4,Medium
46,Female,,735,14905,17,0.555972545,288712,4,Low
43,Female,56817,,41993,2,0.325848481,209075,2,Medium
65,Non-binary,91885,695,16864,17,0.335306786,119299,,Low
34,Male,32342,768,8943,9,0.149530651,195320,2,Low
40,Male,81472,620,,16,0.316160184,121868,4,Medium
32,Male,107185,715,,5,0.258275427,28221,4,Low
60,Male,,623,,2,0.44963144,151198,0,Low
53,Male,,784,,4,0.244677729,248927,,Low
63,Female,,696,,6,0.122842629,196555,4,Medium
63,Female,62369,,10341,7,0.236528817,251651,3,Low
19,Female,92042,616,26936,12,0.301632092,142088,,Low
38,Non-binary,93836,755,10060,11,0.427834644,36019,,High
68,Female,,654,41095,18,0.396641376,291969,2,High
30,Male,47190,684,29054,13,0.234281269,245954,0,Low
61,Male,93996,718,,13,0.373419342,22676,4,Medium
22,Male,36855,,17095,9,0.46986001,192164,2,Low
39,Non-binary,29511,649,31609,1,0.517466112,,2,Low
58,Non-binary,23728,695,,4,0.265107493,228244,,Low
54,Female,86973,,12078,18,0.274779537,208015,0,Medium
29,Female,,798,23462,18,0.31402643,177168,,Low
23,Female,30473,729,22754,18,0.193576397,250319,3,Low
40,Male,96289,616,17663,3,0.539786257,261185,1,Low
31,Female,30728,675,38187,17,0.421444255,225985,0,Low
60,Male,64941,,19542,6,0.364993871,,,Low
63,Female,93633,,26961,4,0.28133479,,1,Low
34,Male,115211,738,31807,11,0.340192575,168760,3,Medium
42,Female,112313,648,41166,19,0.231917747,79029,4,Low
58,Female,34244,612,33039,7,0.425392715,213840,2,Medium
35,Non-binary,83172,720,22379,13,0.349282021,292505,4,Low
43,Non-binary,20037,668,32347,19,0.30564223,53012,3,Low
40,Non-binary,105061,630,27837,6,0.379510334,49571,4,High
32,Female,41058,720,31025,13,0.118062585,157532,,Medium
58,Male,93740,728,46519,18,0.473273097,150004,2,Low
32,Female,64069,787,,9,0.247577892,,2,Low
28,Male,,,39802,8,0.360411374,,2,Medium
52,Male,107402,,13493,0,0.523976572,220190,3,Low
44,Female,31537,742,,19,0.457763368,113750,1,High
66,Female,42369,681,21417,0,0.361527935,27778,1,Low
23,Male,42068,755,11069,0,0.56843205,128164,4,Medium
48,Non-binary,78215,790,9158,14,0.3911232,261065,2,Medium
47,Male,113298,659,44430,16,0.395464504,225359,,High
31,Male,,604,39260,8,0.445907295,89089,,High
44,Non-binary,23055,799,38994,8,0.392161583,241316,0,High
53,Female,110177,667,10555,18,0.332373534,265971,,High
38,Non-binary,110995,,42746,17,0.412201504,255648,3,Low
44,Female,35210,787,23161,14,0.574265746,127249,2,Low
64,Female,98753,778,25581,2,0.299104829,111559,4,High
43,Female,64153,746,40629,7,0.257028551,84528,0,Low
47,Male,30101,,26233,10,0.425714386,57477,4,Low
24,Male,,,9067,17,0.218108482,86322,0,Low
26,Female,81794,780,39984,12,0.387209985,204113,1,Low
69,Male,68296,699,36736,5,0.140019824,231736,2,High
48,Non-binary,28577,686,33918,2,0.356569772,212851,3,Medium
43,Male,,636,,2,0.17446175,279342,3,Medium
53,Non-binary,69884,789,16544,6,0.487275551,63818,4,High
43,Male,67419,728,25487,9,0.377789596,,3,Low
47,Female,117486,784,,9,0.289549878,164758,0,Medium
61,Male,115533,757,27371,19,0.274173731,31125,0,Low
41,Non-binary,,726,34020,18,0.330855324,136488,2,Low
34,Non-binary,22203,724,47646,8,0.279432603,227162,4,Low
54,Male,60739,622,34692,0,0.306282782,104752,,Medium
50,Non-binary,,756,28836,3,0.529422324,,2,Low
68,Non-binary,23449,727,40911,3,0.22327674,,4,Low
46,Female,,,36081,18,0.247864369,215567,4,Medium
41,Non-binary,69274,785,19786,3,0.482289566,227973,3,Medium
36,Non-binary,60880,603,45723,18,0.59443133,156599,4,Low
66,Female,37875,770,17696,9,0.308380823,242770,,Low
64,Non-binary,72900,620,34008,10,0.125761278,232879,0,Medium
24,Male,86988,623,31314,0,0.177562375,162236,0,Medium
59,Female,,734,,18,0.443321659,129856,,Low
68,Non-binary,92153,735,,11,0.176347144,76176,,Low
40,Female,23543,630,17497,9,0.165421865,118028,1,Medium
58,Female,79341,609,7509,1,0.127181243,,4,High
26,Non-binary,48357,607,24708,16,0.248469439,61144,2,Low
41,Female,105834,,35326,14,0.132603482,175192,0,Low
36,Non-binary,94684,623,33879,0,0.320849481,126499,2,Low
45,Female,85792,620,47866,0,0.495416034,121986,4,Low
51,Non-binary,96326,662,40996,16,0.540414508,142943,4,Medium
67,Female,55255,621,9360,19,0.319650998,191214,,Low
37,Non-binary,72474,730,39703,19,0.290069041,141483,,Low
37,Male,112796,,37634,9,0.403945189,140597,2,Medium
20,Male,94979,780,36210,16,0.250238863,86132,,Medium
53,Non-binary,37882,756,20860,17,0.30248893,217207,4,Medium
51,Male,33550,674,8505,19,0.105503581,48755,,Medium
42,Non-binary,,615,,3,0.428257888,192986,,Low
24,Male,,,47886,17,0.306562557,295096,0,Low
45,Female,68352,727,21788,16,0.302121826,,3,High
23,Male,94693,686,17217,10,0.435430471,180916,3,Medium
31,Male,,714,31033,19,0.381486429,,1,Medium
20,Male,74288,,27005,4,0.237573918,142859,1,Low
31,Male,79720,786,31680,13,0.538751668,227798,2,Low
30,Female,,740,46770,14,0.445239596,261249,2,Low
69,Male,21942,762,30550,3,0.530832485,180992,1,Low
67,Male,47946,,7693,7,0.52623997,,1,Low
47,Female,52624,691,14339,14,0.300217741,266784,,Medium
39,Male,87806,622,13438,15,0.136828219,250655,3,Medium
57,Non-binary,113513,642,22797,6,0.183973839,285316,1,Low
27,Male,32416,696,7446,5,0.541749499,,1,Medium
24,Female,36238,755,21012,6,0.420162405,,0,Low
68,Female,80690,782,,18,0.469419638,28872,1,Medium
52,Male,,717,8706,19,0.313138854,236277,0,Low
21,Non-binary,23323,694,9995,12,0.105967505,208104,,Low
24,Non-binary,87952,646,13427,19,0.442683994,,3,Low
58,Male,67879,703,,6,0.377702058,26320,3,Medium
23,Female,,734,47580,5,0.147660794,271788,1,Low
35,Female,101985,,33066,19,0.494074207,292682,3,Low
37,Non-binary,102705,,42005,7,0.500785687,,0,Low
41,Male,68716,685,,16,0.350731165,,2,Low
31,Male,,734,10913,13,0.306699951,80892,3,Low
35,Female,40069,,20239,1,0.567642348,,0,Low
56,Non-binary,101298,705,48645,6,0.416064802,160944,4,Medium
51,Female,37603,772,19478,8,0.185818347,236320,4,Low
42,Female,26714,659,,19,0.251396409,218074,0,Medium
25,Female,30219,793,19412,11,0.304386661,145221,2,Medium
62,Male,102694,741,13421,11,0.1147256,172032,1,Low
45,Female,21460,753,29571,11,0.262508196,253123,2,Low
66,Female,87203,684,,18,0.499607069,30367,0,Low
30,Non-binary,73095,743,29140,6,0.101039218,133587,0,Low
48,Female,107941,795,38870,8,0.141518922,217186,,High
63,Female,101785,675,37836,13,0.103854613,49592,3,Low
46,Non-binary,42991,,11480,3,0.452912615,195907,1,Medium
23,Female,34878,,28202,4,0.249389213,35590,2,Low
31,Female,69831,631,38757,5,0.406482722,,4,Medium
34,Non-binary,96700,739,40264,3,0.56694097,234833,,Low
47,Non-binary,52191,641,,17,0.22477251,135638,,Low
64,Non-binary,110047,790,20418,9,0.446052386,,0,Low
34,Non-binary,25837,621,,10,0.292593145,164441,4,Low
51,Male,,777,28365,11,0.326940213,207625,3,Medium
57,Male,99900,,26399,13,0.320613785,113684,0,Low
59,Male,,694,38231,15,0.411595542,185205,0,Medium
19,Female,69616,743,5258,14,0.592196979,140259,0,Low
37,Male,57874,,41261,0,0.356591282,,0,High
69,Female,100781,788,,4,0.420201569,198474,,Low
36,Male,21658,684,22576,6,0.575554848,131258,,Low
39,Female,,665,46602,16,0.301758494,284443,3,Low
50,Male,79430,788,45703,10,0.177216439,187198,3,Low
32,Non-binary,64390,723,36594,13,0.442817142,,4,Medium
22,Female,69703,796,,17,0.277805027,,4,Low
37,Female,62113,605,,1,0.334340667,119879,2,Low
69,Female,114240,742,14747,9,0.501776015,233742,4,Low
24,Female,54422,,,19,0.34293381,172497,,High
54,Non-binary,36746,690,48927,10,0.461411797,276946,4,Low
60,Non-binary,81388,622,42876,14,0.131723481,111799,4,Medium
30,Female,,612,49506,7,0.259690858,279242,1,Low
59,Non-binary,,,,3,0.166506534,172868,1,Low
28,Non-binary,23722,735,,7,0.236033838,,0,Medium
41,Male,87741,614,,12,0.349436529,192452,1,High
50,Female,54890,740,5827,4,0.428649302,252914,3,Low
47,Male,,618,9701,8,0.589835423,189153,0,Low
32,Male,62800,,17700,9,0.540325266,21636,2,Low
69,Non-binary,101344,743,43385,11,0.390803569,112445,0,Medium
64,Female,101761,710,33878,18,0.227883563,,,High
30,Male,,754,,8,0.227096311,26605,2,Low
25,Male,,703,26813,13,0.126548595,276062,1,Medium
46,Non-binary,86141,755,25914,6,0.109355234,24358,1,Low
34,Male,119363,737,,14,0.494260701,86464,3,High
33,Male,41788,723,47440,14,0.174452046,50781,2,Medium
66,Non-binary,94329,710,30492,12,0.462641789,,0,Low
29,Male,114835,607,49051,18,0.253995756,65904,4,Low
20,Male,41148,,26392,5,0.383538045,99387,2,Low
34,Non-binary,111865,,20008,1,0.32182993,,0,Low
62,Non-binary,78535,671,30089,10,0.413756523,250340,3,Low
45,Non-binary,54946,713,49100,0,0.413940322,,3,High
